KO	GI_10
K00001	52.67
K00002	0
K00003	77.19
K00004	20.4
K00005	44.34
K00007	0
K00008	41.71
K00009	2.27
K00010	18.58
K00011	0
K00012	52.87
K00013	67
K00014	81.48
K00015	0.2
K00016	70.84
K00018	43.11
K00019	10.16
K00020	57.49
K00021	0
K00023	17.47
K00024	20.72
K00025	0
K00027	68.25
K00028	0
K00029	25.79
K00030	13.58
K00031	66.34
K00032	0
K00033	12.96
K00034	0
K00036	10.44
K00038	0
K00039	0
K00040	5.21
K00041	7.17
K00042	18.22
K00043	0
K00045	0.61
K00046	27.47
K00048	27.78
K00050	1.45
K00052	66.13
K00053	63.87
K00054	1.33
K00055	1.78
K00057	68.77
K00058	128.01
K00059	219.57
K00060	1.85
K00064	0
K00065	10.37
K00066	3.78
K00067	76.28
K00068	15.63
K00073	0
K00074	83.69
K00075	85.28
K00076	0.45
K00077	73.21
K00078	0
K00082	0
K00086	12.15
K00087	11.1
K00088	76.69
K00090	1.76
K00091	1.25
K00094	0
K00096	20.91
K00097	38.51
K00098	0.33
K00099	73.95
K00100	55.37
K00101	19.66
K00102	11.4
K00103	0
K00104	45.15
K00105	0
K00108	26.16
K00111	66
K00112	0.87
K00113	0.67
K00114	0
K00116	0
K00117	0.33
K00118	0
K00121	9.21
K00122	0
K00123	69.08
K00124	32.69
K00125	0
K00126	8.83
K00127	29.55
K00128	62.23
K00130	1.21
K00131	12.34
K00132	14.64
K00133	74.14
K00134	84.4
K00135	38.41
K00137	0
K00138	8.5
K00140	25.33
K00141	0
K00145	64.77
K00146	0
K00147	64.93
K00148	0
K00150	1.42
K00151	8.5
K00153	0
K00154	0
K00156	10.73
K00158	0
K00161	22.22
K00162	22.22
K00163	17.66
K00164	9.5
K00166	2
K00167	2
K00169	15.76
K00170	15.76
K00171	4.07
K00172	15.76
K00174	40.38
K00175	40.39
K00176	32.72
K00177	32.73
K00179	46.93
K00180	39.23
K00183	24.38
K00184	61.9
K00185	38.11
K00194	2.98
K00196	15.56
K00197	3.98
K00198	37.24
K00200	0
K00201	0
K00202	0
K00208	29
K00209	1.4
K00210	5.01
K00215	84.31
K00216	0
K00217	0
K00218	0
K00219	0.54
K00220	0
K00221	0
K00226	8.61
K00227	0
K00228	8.83
K00230	9.77
K00231	0.62
K00232	0
K00239	17.42
K00240	25.2
K00241	15.71
K00242	8.83
K00243	43.59
K00244	97.89
K00245	1.12
K00246	1.12
K00247	0
K00248	55.56
K00249	51.65
K00252	8.83
K00253	8.83
K00254	10.12
K00256	0
K00257	44.91
K00259	6.6
K00260	8.56
K00261	12.9
K00262	66.45
K00263	1
K00265	20.68
K00266	126.42
K00273	0
K00274	11.12
K00275	14.51
K00276	0
K00278	46.88
K00280	0
K00281	15.51
K00282	14.49
K00283	14.49
K00284	24.31
K00285	45.15
K00286	81.37
K00287	51.93
K00288	0
K00290	19.25
K00293	0.4
K00294	0.4
K00297	68.92
K00298	7.55
K00299	8.83
K00301	0
K00302	4.35
K00303	19.51
K00304	0
K00305	0
K00311	9.83
K00313	14.21
K00316	0
K00317	0
K00318	0
K00322	0
K00324	26.34
K00325	12.17
K00330	17.75
K00331	17.75
K00332	11.74
K00333	11.74
K00334	27.09
K00335	27.19
K00336	33.11
K00337	18.87
K00338	17.75
K00339	17.75
K00340	16.63
K00341	17.5
K00342	17.75
K00343	17.75
K00344	26.94
K00346	6.01
K00347	6.01
K00348	6.01
K00349	6.01
K00350	6.01
K00351	6.01
K00354	1.32
K00355	3.84
K00356	12.5
K00362	12.69
K00363	8.83
K00364	0.18
K00365	0
K00366	6.94
K00367	0
K00368	0
K00370	1.33
K00371	1.33
K00372	3.81
K00373	1.33
K00374	2.45
K00375	116.51
K00376	0.2
K00380	9.5
K00381	9.5
K00382	78.39
K00383	8.83
K00384	120.89
K00385	17.34
K00387	0
K00389	4.18
K00390	10.33
K00392	1.7
K00394	7.24
K00395	7.24
K00404	17.33
K00405	8.83
K00406	8.83
K00407	8.83
K00411	8.83
K00412	8.83
K00413	8.83
K00425	46.18
K00426	46.18
K00427	0
K00428	1.88
K00432	50.18
K00433	14.13
K00435	0
K00436	0
K00437	1.12
K00441	0
K00446	0
K00448	0
K00449	0
K00450	10.16
K00451	8.83
K00452	0
K00453	8.83
K00455	1
K00456	0
K00457	8.83
K00459	19.38
K00466	0
K00467	0
K00469	0
K00471	0
K00472	0
K00476	0
K00477	8.83
K00479	0
K00480	16.66
K00481	0
K00483	0
K00484	0
K00486	0
K00491	0
K00493	0
K00496	0
K00499	0
K00500	0
K00505	0
K00507	8.83
K00508	0
K00510	0.05
K00517	0
K00520	0
K00523	17.33
K00525	48.18
K00526	26.99
K00527	75.26
K00528	77.34
K00529	17
K00531	1.39
K00532	7.27
K00533	22.04
K00534	1.32
K00537	51.61
K00543	0
K00547	2.85
K00548	98.25
K00549	24.95
K00554	73.95
K00556	1.12
K00557	1.84
K00558	45.13
K00560	58.12
K00561	5.14
K00563	6.82
K00564	1.42
K00566	93.52
K00567	56.73
K00568	9.23
K00569	8.83
K00570	0
K00571	15.8
K00573	22.45
K00574	27.69
K00575	62.04
K00584	1.2
K00588	0.75
K00590	0.25
K00595	25.84
K00596	0
K00598	6.78
K00600	72.27
K00602	83.88
K00603	8.16
K00604	89.1
K00605	30
K00606	50.33
K00608	0
K00609	82.65
K00610	43.76
K00611	70.81
K00612	0.33
K00613	11.69
K00615	216.3
K00616	77.27
K00619	1.32
K00620	56.5
K00621	0
K00625	70.46
K00626	89.62
K00627	35.27
K00631	0
K00632	17.86
K00633	6.03
K00634	22.67
K00635	0
K00638	7.2
K00639	10.64
K00640	78.8
K00641	9.9
K00643	0
K00645	71.87
K00646	0
K00647	8.89
K00648	99.58
K00651	64.63
K00652	23.08
K00655	120.36
K00656	101.13
K00657	18.48
K00658	14.51
K00661	60.2
K00662	1.56
K00663	0
K00666	48.13
K00672	0
K00673	0
K00674	27.68
K00675	0.2
K00677	22.37
K00680	11.73
K00681	46.67
K00683	0.67
K00684	16.72
K00685	8.83
K00686	12.37
K00687	0
K00688	76.08
K00689	0
K00690	27.71
K00691	1.91
K00692	4.8
K00694	0.81
K00696	0
K00697	0
K00700	54.86
K00702	26.51
K00703	73.06
K00705	51.48
K00709	0
K00712	0
K00720	0
K00721	32.58
K00728	1
K00737	0
K00745	0
K00748	16.76
K00752	1.2
K00754	13.98
K00756	41.26
K00757	14.33
K00758	1.25
K00759	80.27
K00760	80.45
K00761	73.28
K00762	96.42
K00763	68.56
K00764	91.41
K00765	55
K00766	46.66
K00767	53.37
K00768	37.77
K00769	0.85
K00772	1.2
K00773	73.95
K00782	8.18
K00783	73.44
K00784	53.73
K00785	0
K00786	8.33
K00788	75.13
K00789	82.36
K00790	109.24
K00791	79.96
K00793	55.61
K00794	55.61
K00795	8.83
K00796	50.52
K00797	41.68
K00798	16.09
K00799	88.3
K00800	72.53
K00801	0.67
K00803	1
K00805	43.14
K00806	93.55
K00808	0
K00809	0
K00812	55.55
K00813	0
K00817	94.46
K00818	34.45
K00819	4.18
K00820	71.86
K00821	44.29
K00822	17.33
K00823	10.8
K00824	12.6
K00826	92.31
K00830	10.1
K00831	54.14
K00832	9.83
K00833	26.89
K00835	0.67
K00836	8.83
K00839	0
K00840	0
K00841	1.6
K00842	0
K00844	2.65
K00845	92.71
K00847	42.23
K00848	11.72
K00849	34.98
K00850	125.57
K00851	3.51
K00852	20.18
K00853	7.4
K00854	52.26
K00855	0
K00856	9.95
K00857	42.09
K00858	73.95
K00859	72.83
K00860	12.68
K00862	1
K00863	9.95
K00864	81.94
K00865	59.08
K00867	0
K00868	46.11
K00869	0
K00870	0
K00872	21.12
K00873	72.64
K00874	49.2
K00876	84.75
K00878	67.69
K00879	0.72
K00880	1
K00881	0
K00882	42.4
K00883	1
K00884	0
K00885	0
K00886	1
K00887	4.67
K00891	102.66
K00892	0
K00895	6.01
K00897	0
K00899	12.67
K00901	50.08
K00906	8.83
