function.	air_27
K00001	25.787462
K00002	4.1028745
K00003	96.5029731
K00004	13.6798098
K00005	35.7514002
K00007	0.3780111
K00008	21.6128892
K00009	31.3425397
K00010	17.157269
K00011	0
K00012	58.2069245
K00013	87.1016954
K00014	163.5566603
K00015	1.6451269
K00016	132.9055933
K00018	1.9458286
K00019	19.0442428
K00020	18.5001091
K00021	1.6240052
K00023	2.9403055
K00024	70.3807257
K00027	67.3697793
K00028	0.6629053
K00029	9.5611827
K00030	1.6774309
K00031	92.7932899
K00032	0
K00033	92.2315852
K00034	10.6619079
K00035	0
K00036	87.2471354
K00038	1.6767394
K00039	1.4304547
K00040	7.8536504
K00041	2.9839068
K00042	4.0002504
K00043	0.1097878
K00045	6.62969
K00046	42.5372998
K00048	1.6431737
K00050	8.0735015
K00052	94.5504139
K00053	94.1517779
K00054	28.6435009
K00055	1.4038865
K00057	100.5660797
K00058	92.0230215
K00059	186.1162648
K00060	25.1364797
K00064	5.4711508
K00065	3.1294357
K00066	0.0287736
K00067	60.849673
K00068	3.537714
K00073	1.7650039
K00074	57.7822688
K00075	102.1260666
K00076	1.7712653
K00077	97.5157693
K00082	0.7463813
K00086	0.6266174
K00087	1.5772403
K00088	152.5803233
K00090	3.3732258
K00091	0.363752
K00094	0.4872879
K00096	1.4460414
K00097	10.4908014
K00098	25.7822663
K00099	70.2817488
K00100	15.9256018
K00101	14.6800642
K00102	6.7599807
K00103	0
K00104	23.643127
K00105	3.3395085
K00106	0
K00108	51.4819609
K00111	82.7521371
K00112	1.299333
K00113	1.2848941
K00114	0.674317
K00116	79.7324383
K00117	6.6152418
K00118	0
K00119	4.5407847
K00121	6.8559212
K00122	13.8113093
K00123	40.2897967
K00124	4.961479
K00126	2.02092
K00127	3.1728539
K00128	96.1141294
K00129	0
K00130	43.4151611
K00131	6.7356839
K00132	0.9452734
K00133	98.290436
K00134	157.2790545
K00135	118.8782296
K00137	0.6832339
K00138	0.5583051
K00140	23.8964225
K00141	0.4184016
K00145	80.9803563
K00146	4.8704822
K00147	72.9705108
K00148	1.0587268
K00150	0
K00151	15.5234947
K00152	0
K00153	10.1941486
K00154	3.5203705
K00155	0.6160929
K00156	41.9123559
K00158	24.5482842
K00161	60.2965544
K00162	60.4664877
K00163	63.8874386
K00164	50.1710358
K00166	43.8692483
K00167	40.6258941
K00169	1.2031595
K00170	1.2008046
K00171	0.3842575
K00172	1.2031595
K00174	24.7826156
K00175	24.8800523
K00176	2.6874118
K00177	2.8232743
K00179	2.8653354
K00180	3.1192199
K00184	0.0560714
K00185	0.0584262
K00194	0.1646818
K00196	0.9331967
K00197	0.1646818
K00198	2.9642719
K00200	0
K00201	0
K00202	0
K00207	0.3371585
K00208	53.3516485
K00209	0.6601957
K00210	0.2566247
K00211	0
K00214	0
K00215	78.2740744
K00216	9.0385547
K00217	4.0479806
K00218	0
K00219	10.0346481
K00220	2.6620629
K00221	0.4603377
K00224	0
K00226	106.0934277
K00228	5.2599207
K00230	2.2904003
K00231	63.1880073
K00232	5.3510108
K00239	84.8346768
K00240	84.945593
K00241	84.4506184
K00242	25.1553302
K00243	34.6490677
K00244	12.0159115
K00245	2.3721998
K00246	2.3673868
K00247	2.0322594
K00248	6.3484481
K00249	28.1563024
K00252	57.2761292
K00253	3.6945262
K00254	0
K00255	0.9762703
K00256	0
K00257	39.4663798
K00258	0
K00259	83.591871
K00260	22.4958634
K00261	44.1824747
K00262	54.5028733
K00263	21.6107945
K00265	52.6462094
K00266	67.9266335
K00270	0.0011774
K00271	0
K00273	0.0287736
K00274	14.0562239
K00275	29.6199432
K00276	2.0820834
K00278	33.0815311
K00279	0
K00280	0
K00281	45.5387619
K00282	23.4851903
K00283	23.8906341
K00284	0.6735867
K00285	16.0254016
K00286	100.7830164
K00287	87.0633921
K00290	10.4586922
K00292	0
K00293	0
K00294	58.6866209
K00297	64.0392673
K00298	0.8633318
K00299	60.2934211
K00301	4.5360715
K00302	2.122367
K00303	5.7216518
K00304	2.0027142
K00305	2.0027142
K00309	0.1124411
K00311	4.8612363
K00313	1.6715986
K00314	0
K00315	1.3486341
K00316	0.0684405
K00317	9.0418739
K00318	42.5862652
K00320	0
K00322	3.2341877
K00324	10.2284646
K00325	8.7216191
K00329	8.0607917
K00330	26.0838182
K00331	22.4979738
K00332	15.5241194
K00333	15.5252968
K00334	28.1229726
K00335	24.9427112
K00336	24.4052148
K00337	22.9709242
K00338	25.7000925
K00339	22.9661113
K00340	26.0913872
K00341	22.9709242
K00342	25.5350646
K00343	25.8754996
K00344	25.7899308
K00346	2.9259518
K00347	3.687605
K00348	3.692418
K00349	3.687605
K00350	3.5059152
K00351	3.4337206
K00353	0
K00354	0
K00355	5.9672516
K00356	14.2833362
K00358	4.705481
K00359	11.197337
K00360	0.1726414
K00362	28.9956603
K00363	25.6782726
K00364	28.8665145
K00365	7.089084
K00366	0.8622642
K00367	0
K00368	27.0948163
K00370	34.2227247
K00371	35.1651101
K00372	6.3807524
K00373	35.1566616
K00374	35.214313
K00375	94.5859686
K00376	0.4930999
K00378	6.7060903
K00380	24.8271539
K00381	10.1711788
K00382	181.011773
K00383	53.8885661
K00384	182.5465607
K00385	1.9058078
K00386	0
K00387	0
K00389	8.4053871
K00390	40.7902454
K00392	26.8894275
K00394	0.6159098
