function.	oral_15
K00001	18.5880396
K00002	0.1352227
K00003	79.4677343
K00004	46.5712252
K00005	17.6659295
K00007	0
K00008	0.8049946
K00009	9.1220329
K00010	3.5352037
K00011	0
K00012	34.1682758
K00013	73.3244893
K00014	103.4650164
K00015	0.0979327
K00016	38.7516294
K00018	22.7501408
K00019	5.6711146
K00020	22.5526475
K00021	0.1634185
K00023	0.2704132
K00024	29.9924365
K00027	24.460551
K00028	1.5402187
K00029	60.6576104
K00030	0.4730191
K00031	80.0748148
K00032	0
K00033	66.8696988
K00034	0.547781
K00035	0
K00036	66.9494673
K00038	0.3589278
K00039	0
K00040	1.2517227
K00041	1.6527162
K00042	1.1965479
K00043	0.0130105
K00045	0.7260211
K00046	16.3591226
K00048	2.6270378
K00050	0.4049201
K00052	81.4257223
K00053	84.496756
K00054	25.7884961
K00055	0.2161851
K00057	98.548049
K00058	51.440517
K00059	149.1698304
K00060	0.6009305
K00064	2.0255256
K00065	1.8690814
K00066	0.0270189
K00067	76.9220802
K00068	4.5046915
K00073	0.404279
K00074	9.241022
K00075	99.1804636
K00076	15.2272119
K00077	18.2371957
K00082	0
K00086	0.1952718
K00087	0.2756822
K00088	99.4109039
K00090	0.3511561
K00091	0.8403094
K00094	0.2305872
K00096	0.7342428
K00097	72.789431
K00098	0.8327386
K00099	71.7833788
K00100	8.6988868
K00101	53.8632226
K00102	0.3254924
K00103	0.0006545
K00104	16.9402128
K00105	8.0931371
K00108	0.7884041
K00111	9.5000086
K00112	3.688577
K00113	3.541544
K00114	0.1053227
K00116	63.3015971
K00117	0.3516643
K00118	0.3246454
K00119	0.0822834
K00121	53.136082
K00122	0.3623218
K00123	25.1136602
K00124	21.163574
K00125	0.0043368
K00126	0.0822834
K00127	16.8623719
K00128	6.2154653
K00130	1.1182013
K00131	14.8540895
K00132	0.3897717
K00133	93.5078161
K00134	151.4573369
K00135	65.024862
K00137	0
K00138	0
K00140	3.4822095
K00141	0
K00145	71.5837216
K00146	0.1889047
K00147	88.0129485
K00148	0.1041694
K00150	0.2811333
K00151	0.6095281
K00152	0
K00153	0.3545917
K00154	0.3403314
K00155	0.0817112
K00156	2.9742664
K00158	7.525629
K00161	29.3938153
K00162	29.4219188
K00163	52.3150842
K00164	59.9359441
K00166	0.2665604
K00167	0.2500494
K00169	0.425219
K00170	0.3826701
K00171	0.3504151
K00172	0.4165454
K00174	18.0137049
K00175	18.0589704
K00176	16.5003506
K00177	16.5447487
K00178	0
K00179	1.951887
K00180	1.9432134
K00183	0.6104074
K00184	10.2273794
K00185	9.3953414
K00192	0.0043368
K00193	0.0043368
K00194	0.6809928
K00195	0.0043368
K00196	0.8538942
K00197	0.6809928
K00198	3.9874208
K00200	0
K00201	0
K00202	0
K00203	0
K00207	0
K00208	72.5289493
K00209	0.3621114
K00210	10.3128525
K00215	92.7524038
K00216	0.1772057
K00217	0.0267899
K00218	0
K00219	1.0412858
K00220	0
K00221	0.0006545
K00224	8.1179152
K00226	113.052705
K00228	2.0347038
