KO	air_23
K00001	0.000648497601448409
K00002	0.000112041503752576
K00003	0.000179138941701599
K00004	0.00036816585940609
K00005	0.000237572423976202
K00007	6.15655511998708e-05
K00008	0.000553152450870138
K00009	0.000260206772785782
K00010	0.000181334596437256
K00012	0.000156659405290315
K00013	0.000318770564118125
K00014	0.000503308079514371
K00015	0.000667746717241373
K00016	0.000362713400891976
K00018	0.000282581787614872
K00019	0.000553596843171091
K00020	8.98993345195553e-05
K00021	0
K00023	0.000188491061077144
K00024	0.00017379691859405
K00027	0.000469699220295621
K00029	0.000413701760961777
K00030	0.000124758626343424
K00031	0.000308175604075979
K00032	1.03895801835818e-05
K00033	0.000302189466850381
K00034	0.000527147100212456
K00035	9.79333789418527e-06
K00036	0.00029872607712753
K00038	0.000447292744842231
K00039	6.17429849341202e-05
K00040	0.0002870737462772
K00041	0.000112800297690978
K00042	0.000180753295703115
K00043	1.92683562737843e-05
K00045	0.000185348250160573
K00046	0.000581264556887383
K00048	0.000178230306986356
K00050	9.9115467320082e-07
K00052	0.000300261770455745
K00053	0.000287246869927671
K00054	0.000163905796419968
K00055	0.000114087349668351
K00057	0.000294877486194908
K00058	0.000917373886013998
K00059	0.00325836254897686
K00060	0.000209093305148709
K00064	0.000169367637123791
K00065	0.000309376952623211
K00066	6.31896906841437e-07
K00067	5.12686804528315e-05
K00068	0.000141347662600164
K00073	7.51113459138595e-05
K00074	0.000229939147770098
K00075	0.000295334823719873
K00076	5.69873636899281e-05
K00077	0.000543740466508105
K00082	0
K00086	0.000110257527916426
K00087	4.62852142638523e-05
K00088	0.000325899723300116
K00090	0.000504497358945971
K00091	0.000289652339247041
K00094	5.85798827049335e-05
K00096	7.82427656337739e-06
K00097	0.000253536858527493
K00098	8.60724796807354e-05
K00099	0.000143359655279701
K00100	7.43614673087535e-07
K00101	0.000137368603400697
K00102	0.000104777661778556
K00103	2.89383914403235e-07
K00104	0.000229731353781431
K00105	3.31088384863987e-06
K00106	0
K00108	0.000270615766449995
K00109	0
K00111	0.000417730842745652
K00112	0.000124204223827022
K00113	0.000124246828480332
K00114	4.70248860905256e-07
K00116	0.000493801869574732
