function.	skin_19
K00001	186.6
K00002	0
K00003	221.57
K00004	50.12
K00005	108.75
K00007	10.63
K00008	107.9
K00009	68.7
K00010	39.6
K00011	0
K00012	79.23
K00013	118.04
K00014	278.33
K00015	4.66
K00016	299.12
K00018	26.59
K00019	68.35
K00020	114.42
K00021	2.25
K00023	32.34
K00024	90.75
K00025	0
K00027	143.76
K00028	18.84
K00029	85.15
K00030	1.49
K00031	177.21
K00032	0
K00033	171.86
K00034	20.86
K00035	1.52
K00036	190.89
K00038	4.17
K00039	1.85
K00040	11.28
K00041	5.32
K00042	39.99
K00043	3.06
K00045	4.26
K00046	80.99
K00048	7.13
K00050	17.04
K00052	172.62
K00053	179.91
K00054	171.78
K00055	0.32
K00057	242.35
K00058	240.29
K00059	649.87
K00060	13.94
K00064	10.79
K00065	11.87
K00066	0.12
K00067	169.68
K00068	10.54
K00073	1
K00074	87.03
K00075	242.27
K00076	2.67
K00077	295.67
K00078	0
K00082	0.25
K00086	0.04
K00087	0
K00088	276.16
K00090	14.21
K00091	28.45
K00094	2.02
K00096	5.73
K00097	56.33
K00098	6.59
K00099	74.44
K00100	74.95
K00101	53.18
K00102	27.04
K00104	37.8
K00105	64.22
K00106	0
K00108	119.78
K00111	135.24
K00112	20.24
K00113	20.24
K00114	3.02
K00116	153.17
K00117	7.82
K00118	0.06
K00121	78.14
K00122	54.02
K00123	172.31
K00124	61.01
K00126	19.89
K00127	59.22
K00128	300.67
K00130	121.11
K00131	79.5800000000001
K00132	1
K00133	242.49
K00134	323.7
K00135	176.04
K00137	5.16
K00138	33.88
K00140	76.71
K00141	14.93
K00145	141.76
K00146	23.81
K00147	166.37
K00148	13.63
K00150	2
K00151	14.08
K00153	7.93
K00154	26.73
K00156	33.94
K00158	97.32
K00161	220.97
K00162	222.17
K00163	90
K00164	125.33
K00166	69.56
K00167	69.56
K00169	4.35
K00170	4.35
K00171	3.67
K00172	4.35
K00174	66.83
K00175	66.83
K00176	4.16
K00177	4.66
K00179	2.83
K00180	2.83
K00184	0.25
K00185	0.25
K00194	0.33
K00196	0.33
K00197	0.33
K00198	1.16
K00200	0
K00201	0
K00202	0
K00208	128.03
K00209	15.83
K00210	11.91
K00214	0
K00215	230.75
K00216	3.91
K00217	0.49
K00218	2.6
K00219	29.72
K00220	1.52
K00221	0
K00226	173.88
K00227	0
K00228	24.1
K00230	12.38
K00231	73.53
K00232	6.58
K00239	119.55
K00240	129
K00241	115.55
K00242	43.84
K00243	171.24
K00244	114.44
