function.	oral_18
K00001	20.5371168
K00002	0.5315307
K00003	59.5891932
K00004	3.8547775
K00005	24.6456239
K00007	0.8378208
K00008	2.7888489
K00009	12.7200796
K00010	7.5958887
K00011	0
K00012	56.7473966
K00013	55.7642879
K00014	101.2262001
K00015	0.1596673
K00016	65.4224859
K00018	12.9382236
K00019	9.1754316
K00020	7.1253941
K00021	0.0036681
K00023	1.9549152
K00024	47.0515435
K00027	21.7059326
K00028	2.0705054
K00029	46.9161457
K00030	1.8271421
K00031	56.7637817
K00032	0
K00033	44.9300574
K00034	0.9942618
K00035	0
K00036	45.2091071
K00038	1.7514509
K00039	0.0761655
K00040	4.168081
K00041	3.4124863
K00042	2.4789508
K00043	0.4117183
K00045	1.5489547
K00046	26.8929335
K00048	3.3389501
K00050	1.3994385
K00052	68.0802326
K00053	70.2255403
K00054	33.044095
K00055	0.6434808
K00057	97.2432415
K00058	84.9839969
K00059	156.5554707
K00060	2.4331424
K00064	2.0081217
K00065	4.3793218
K00066	0.066326
K00067	61.4442815
K00068	5.6186854
K00073	0.9534498
K00074	20.3177752
K00075	99.4071588
K00076	28.9304541
K00077	31.7164246
K00082	0
K00086	0.2716413
K00087	0.2760247
K00088	95.0795469
K00090	0.743603
K00091	2.3569672
K00094	0.0795061
K00096	3.0318339
K00097	47.2289566
K00098	0.9881475
K00099	66.3746565
K00100	27.13393
K00101	15.2938469
K00102	2.0452018
K00103	0.050777
K00104	36.534032
K00105	10.9665739
K00108	3.001928
K00111	26.0682538
K00112	9.0096002
K00113	8.6124948
K00114	0.3808276
K00116	35.6570288
K00117	1.3030744
K00118	0.704926
K00119	1.4217565
K00121	11.6096516
K00122	1.7640194
K00123	43.0238103
K00124	37.3173471
K00125	0.0018341
K00126	0.8378208
K00127	30.4335674
K00128	17.5291548
K00130	6.3058937
K00131	18.8503822
K00132	0.0440172
K00133	78.7762026
K00134	111.8762151
K00135	34.9258468
K00137	0.2538851
K00138	0
K00140	7.2736517
K00141	0.9139863
K00145	51.9415384
K00146	1.1189284
K00147	81.7329319
K00148	0.8414889
K00150	1.2227527
K00151	3.6905108
K00152	0
K00153	1.6191856
K00154	1.7970388
K00155	0.7575251
K00156	3.5408265
K00158	10.4329878
K00161	39.605322
K00162	39.3446155
K00163	15.1826935
K00164	19.769514
K00166	0.7016897
K00167	0.6998556
K00169	0.5627327
K00170	0.5480603
K00171	0.1544271
K00172	0.5590646
K00174	38.2489828
K00175	38.3581547
K00176	33.4958179
K00177	33.6474939
K00178	0
K00179	7.5476944
K00180	7.5440263
K00183	0.0165065
K00184	7.2234609
K00185	7.2032864
K00192	0.0018341
K00193	0.0018341
K00194	1.8873535
K00195	0.0018341
K00196	0.9922791
K00197	1.8873535
K00198	7.3747318
K00200	0.1523311
K00201	0.1523311
K00202	0.1523311
K00203	0
K00207	0.0253885
K00208	44.2097144
K00209	3.1234516
K00210	0.8314366
K00215	80.304799
K00216	0.1758266
K00217	0.101554
K00218	0.101554
K00219	2.2878116
K00220	0
K00221	0
K00224	15.4212652
K00226	110.3145157
K00228	4.4055744
K00230	4.9214452
K00231	5.5961789
K00232	2.1731248
K00239	41.8074414
K00240	40.5354558
K00241	24.2191955
K00242	5.9406231
K00243	37.8975709
K00244	54.7458029
K00245	34.9074072
K00246	34.9092413
K00247	7.4844885
K00248	15.3523548
K00249	8.3590674
K00252	9.6600943
K00253	1.1386969
K00255	0.1523311
K00256	0.2792736
K00257	10.3628193
K00258	0.1326519
K00259	20.5754578
K00260	9.2795048
K00261	5.9421657
K00262	52.346992
K00263	2.0146542
K00265	19.2839597
K00266	55.7449069
K00270	0
K00271	0.1504381
K00274	2.8438862
K00275	19.1836109
K00276	0.4767027
K00278	17.4107991
K00280	0.0220479
K00281	14.4793026
K00282	4.3058298
K00283	4.3021617
K00284	2.2508735
K00285	13.9827214
K00286	83.5029689
K00287	56.7927187
K00290	26.3653474
K00292	0.066326
K00293	0
K00294	9.4182677
K00297	57.067112
K00298	0.7026684
K00299	2.9550443
K00301	0.6308678
K00302	0.7726596
K00303	1.6939558
K00304	0.7362667
K00305	0.7616553
K00309	0.06816
K00311	5.01089
K00313	5.2792641
K00315	0
K00316	3.4269478
K00317	4.2382666
K00318	7.8366443
K00320	0.1504381
K00322	0.4785957
K00324	20.544433
K00325	17.8400642
K00329	0.6909919
K00330	38.8230567
K00331	38.5636039
K00332	34.9572019
K00333	35.1259662
K00334	43.8738584
K00335	46.3995229
K00336	46.014771
K00337	38.8447771
K00338	38.784594
K00339	36.8013705
K00340	35.2618891
K00341	36.9808651
K00342	39.3996562
K00343	38.8175545
K00344	6.0526708
K00346	15.8799667
K00347	17.7397521
K00348	17.7397521
K00349	17.7397521
K00350	17.7397521
K00351	17.7397521
K00353	0.0077947
K00354	1.8150279
K00355	9.0831186
K00356	5.1548454
K00358	22.07316
K00359	16.9546214
K00362	4.6637988
K00363	3.3715475
K00364	23.1682488
K00365	0
K00366	0.150759
K00367	1.1285617
K00368	5.9275284
K00370	3.9106178
K00371	3.9360063
K00372	0.6773375
K00373	3.9580542
K00374	3.9231863
K00375	20.866142
K00376	9.2761289
K00378	12.7940931
K00380	13.2351878
K00381	7.055728
K00382	76.2712051
K00383	37.6176082
K00384	172.5091404
K00385	2.1183866
K00387	0
K00389	2.1933822
K00390	16.1203363
K00392	3.7382486
K00394	1.6766897
K00395	1.6785237
K00404	30.4376728
K00405	30.4376728
K00406	35.1654795
K00407	27.5728409
K00411	32.0456449
K00412	32.0920845
K00413	32.0202564
K00423	0.0761655
K00425	45.9169569
K00426	45.8518979
K00427	0.0018341
K00428	64.2553421
K00432	42.211685
K00433	3.6413454
K00435	0.213632
K00436	0.1630209
K00441	0.0073362
K00442	0
K00446	1.0550298
K00448	1.7404491
K00449	1.939427
K00450	0.7769985
K00451	7.4107115
K00452	3.6439192
K00453	5.2872482
K00455	3.2373626
K00456	0.1326519
K00457	8.0548892
K00459	45.7196308
K00462	0.050777
K00466	0.101554
K00467	0.4952764
K00469	0.5290771
K00470	0.050777
K00471	0.4823817
K00472	0.2538851
K00476	0.5839357
K00477	0.6854897
K00478	0.1504381
K00479	1.3145235
K00480	0.6093242
K00481	0.8632093
K00483	3.2324565
K00484	7.0805565
K00485	1.1042483
K00486	3.5169766
K00491	0
K00492	1.0917059
K00493	0.050777
K00495	0
K00496	2.6267693
K00499	0.7362667
K00500	4.6366241
K00505	0.2868051
K00507	2.9321906
K00508	5.5571378
K00510	0.5268104
K00511	0.066326
K00517	3.8183072
K00518	0.066326
K00519	0
K00520	6.7815363
K00523	2.2594408
K00525	109.1636336
K00526	103.7219509
K00527	63.1795137
K00528	27.707177
K00529	2.700566
K00530	0
K00531	0.0146724
K00532	0.0183405
K00533	0.0091703
K00534	0
K00537	33.1782405
K00538	0.0036681
K00539	0
K00540	89.8452971
K00543	0.2792736
K00545	0.6017522
K00547	13.8619031
K00548	27.6468274
K00549	65.2605029
K00554	100.8287268
K00556	5.5958705
K00557	28.4875237
K00558	79.2401173
K00559	0.4863904
K00560	56.1931149
K00561	2.345809
K00563	17.7514836
K00564	38.5244317
K00566	127.1110253
K00567	91.8795051
K00568	9.8195757
K00569	0.066326
K00570	0
K00571	22.4326982
K00573	39.9661655
K00574	32.8634235
K00575	46.7870042
K00584	0.0220086
K00588	5.9694018
K00590	0.3077584
K00595	6.0454402
K00596	0.3700932
K00598	1.3772442
K00599	82.4318485
K00600	93.0738132
K00602	89.4186243
K00603	18.0609454
K00604	112.3310344
K00605	19.3472675
K00606	41.420424
K00607	1.8715143
K00608	1.1545927
K00609	79.7933434
K00610	11.8959434
K00611	73.3241074
K00612	1.6113926
K00613	0.6395009
K00614	5.4629356
K00615	165.6444729
K00616	74.7176512
K00619	7.5057191
K00620	24.7688325
K00622	1.0530664
K00624	0.1894116
K00625	51.7359141
K00626	56.351055
K00627	53.4364948
K00631	14.1437112
K00632	7.1388934
K00633	0.3654296
K00634	1.4915864
K00635	4.3627037
K00638	2.9987529
K00639	18.6919058
K00640	89.7998059
K00641	28.52888
K00643	0
K00645	90.4766932
K00646	0.3520985
K00647	17.0971631
K00648	126.3367101
K00651	37.7178808
K00652	46.935381
K00655	105.691113
K00656	66.8055489
K00657	19.9508731
K00658	26.7689864
K00661	20.7933845
K00662	30.2475203
K00663	0.2619511
K00666	28.4799997
K00672	0.1523311
K00673	1.6756416
K00674	66.6954578
K00675	1.9786305
K00676	13.3668906
K00677	51.9273461
K00680	62.591274
K00681	30.5126211
K00683	1.8651959
K00684	38.6364186
K00685	23.8398947
K00686	0.0275108
K00687	20.6532293
K00688	61.4844715
K00689	3.4872991
K00690	15.3471009
K00691	9.7058678
K00692	2.1739759
K00693	0.2338416
K00694	3.8197771
K00696	0.2365626
K00697	4.2411386
K00700	38.8154394
K00701	1.0279257
K00702	0.0018341
K00703	50.9802685
K00705	58.6196594
K00712	1.8767913
K00713	0
K00720	7.2713151
K00721	19.3642695
K00729	0
K00737	1.0507804
K00745	0.5286169
K00748	53.804084
K00752	9.8307903
K00754	19.3506173
K00756	26.1690063
K00757	35.2444585
K00758	2.602346
K00759	102.031393
K00760	53.6482462
K00761	93.353424
K00762	86.5199728
K00763	92.5264188
K00764	88.2420198
K00765	56.9920686
K00766	33.7603617
K00767	32.7552906
K00768	17.6323321
K00769	36.9818277
K00772	4.0856474
K00773	89.0954541
K00776	0.1504381
K00777	0.0146541
K00782	40.6110914
K00783	80.1801383
K00784	53.2124517
K00785	9.9718538
K00786	7.8332222
K00788	113.4021366
K00789	108.0291117
K00790	126.1087728
K00791	104.7367984
K00793	68.2537004
K00794	68.6940559
K00795	37.5665604
K00796	88.0652012
K00797	17.7513827
K00798	12.2658893
K00799	19.5006735
K00800	87.1874288
K00801	0.8787582
K00803	2.873924
K00805	32.6357098
K00806	97.098737
K00808	0.0253885
K00809	5.9047113
K00810	0
K00812	46.648372
K00813	8.0300597
K00817	79.1023347
K00818	21.0411092
K00819	8.3877661
K00820	98.3660084
K00821	15.5566728
K00822	1.2440369
K00823	2.8074336
K00824	12.8203835
K00826	94.6748128
K00830	1.1956873
K00831	67.0534312
K00832	6.6648348
K00833	50.3703099
K00835	5.8168084
K00836	7.1193593
K00837	9.8590714
K00839	0.1403966
K00840	0
K00841	21.9256434
K00842	2.9735704
K00843	0
K00844	16.8740635
K00845	56.1591094
K00847	47.0911709
K00848	9.0316425
K00849	53.3147573
K00850	77.1831484
K00851	13.1709526
K00852	24.0761363
K00853	3.0264523
K00854	22.762754
K00855	0.3064372
K00856	1.9899379
K00857	46.9509946
K00858	100.2117355
K00859	99.7068526
K00860	22.4870203
K00862	0
K00863	13.1289053
K00864	46.6262404
K00865	43.0013229
K00867	35.6893219
K00868	67.2833374
K00869	33.3269079
K00870	4.1623794
K00872	62.4067198
K00873	89.3410207
K00874	43.532471
K00875	0.0253885
K00876	65.5982386
K00878	33.6247313
K00879	4.2879436
K00880	6.4413256
K00881	0.0018341
K00882	44.6308627
K00883	1.2746489
K00884	6.7434132
K00885	6.7467539
K00886	4.7053067
K00887	0.0253885
K00891	90.4351341
K00892	0
K00893	0
K00895	18.5662393
K00897	2.9984732
K00899	5.9050808
K00901	70.2590429
K00903	0.0253885
K00906	0.8378208
K00912	51.1432178
K00917	29.8125634
K00918	0.2356756
K00919	76.6167749
K00924	0.536827
K00925	100.3974426
K00926	28.992174
K00927	101.7248918
K00928	79.1834732
K00929	1.857566
K00930	51.2844167
K00931	83.2502782
K00932	0
K00934	0.0018341
K00936	53.7593343
K00937	50.244394
K00938	27.6414515
K00939	100.2503757
K00940	91.8484371
K00941	69.8670614
K00942	85.5269265
K00943	91.9077972
K00945	75.859396
K00946	49.768849
K00947	0
K00948	132.6456868
K00949	53.7929718
K00950	69.0471745
K00951	86.8276822
K00952	1.1224394
K00954	100.0392644
K00955	4.5886294
K00956	8.6561354
K00957	16.0087471
K00958	27.6558157
K00960	0.0253885
K00962	99.1199679
K00963	82.7746771
K00965	42.5825418
K00966	1.5337254
K00968	0.5426316
K00969	90.5063053
K00970	32.3295795
K00971	10.9018003
K00972	0.2829155
K00973	60.3109166
K00974	86.7766014
K00975	64.0056775
K00978	8.2391533
K00979	53.0931992
K00980	11.8098936
K00981	109.9025094
K00982	14.3827936
K00983	50.782007
K00984	0.5760277
K00985	0.0253885
K00986	4.7980525
K00988	0.1523311
K00989	16.6019491
K00990	37.9250769
K00991	35.2129346
K00992	0.0544451
K00995	117.620141
K00996	6.0007164
K00997	84.0376607
K00998	7.1836124
K00999	0.1504381
K01000	98.4351846
K01002	5.7092603
K01003	0.6544222
K01004	0.3842796
K01005	4.3430134
K01006	37.9048423
K01007	10.2635656
K01008	34.0334771
K01011	9.3154844
K01012	66.4188875
K01013	0
K01023	9.1376995
K01026	4.8353917
K01027	0.1504381
K01028	7.3617685
K01029	7.5232109
K01031	1.4649615
K01032	1.4649615
K01034	14.665998
K01035	14.6366532
K01036	16.6495176
K01039	4.5409538
K01040	4.5155653
K01041	0.6311953
K01042	37.6023156
K01043	1.5333324
K01046	6.9218733
K01048	6.394466
K01051	1.9167409
K01053	5.5098046
K01054	0.5274797
K01055	1.8215011
K01056	98.7087992
K01057	24.9437923
K01058	30.8051675
K01060	14.1677638
K01061	7.8325919
K01066	4.7154226
K01067	1.6544309
K01069	20.4090814
K01070	9.6653694
K01071	12.2061968
K01073	0.3085817
K01075	0.4396707
K01076	0.4274745
K01077	11.3928792
K01078	2.4112904
K01079	59.7349729
K01081	36.9201834
K01082	39.2295161
K01083	2.7816088
K01085	1.4073718
K01087	2.3037833
K01089	30.405608
K01090	19.1340243
K01091	130.3999445
K01092	67.4714935
K01093	0
K01095	43.4531036
K01096	8.8925312
K01101	15.2298378
K01103	0
K01104	95.7472747
K01112	0.1989779
K01113	4.3314801
K01114	6.0184051
K01115	0.0253885
K01117	0
K01118	16.1299326
K01119	23.2666707
K01120	0.3019937
K01121	4.1623794
K01126	72.2724642
K01128	0.0018341
K01129	25.5727764
K01130	5.0859016
K01133	0.6601012
K01138	1.3447144
K01139	20.1697863
K01141	7.6512955
K01142	107.8130299
K01143	0
K01144	3.4525415
K01146	0
K01147	24.3070847
K01150	3.4269478
K01151	12.4165849
K01152	0
K01153	100.3600997
K01154	132.1591367
K01155	12.8754957
K01156	24.8992654
K01157	4.1623794
K01158	0.1269425
K01159	71.9091162
K01160	0.7893654
K01163	17.804726
K01166	7.6406056
K01167	0.7549741
K01169	0
K01173	33.7068382
K01174	3.0844156
K01175	10.1239597
K01176	27.6401685
K01178	0.4039081
K01179	8.0894362
K01180	0
K01181	5.7940753
K01182	5.1531046
K01183	3.3625132
K01184	0
K01185	6.8237077
K01186	16.9393292
K01187	14.2802848
K01190	19.5932814
K01191	23.6497703
K01192	7.8864345
K01193	47.0968492
K01194	1.8901441
K01195	9.4274577
K01197	15.9381691
K01198	4.5920108
K01199	0.2365626
K01200	12.6087666
K01201	5.3892766
K01202	0
K01205	0.4159828
K01206	25.2295496
K01207	44.0971091
K01208	0.8002524
K01209	8.9989958
K01210	0
K01212	2.3302955
K01213	0
K01214	0
K01215	12.2120547
K01216	0.2365626
K01218	2.3041044
K01219	0
K01220	27.1062459
K01222	6.3348783
K01223	87.2178291
K01224	3.8471246
K01225	0.0055022
K01226	22.26017
K01227	7.0796127
K01232	2.521527
K01233	0.0690992
K01234	4.5275037
K01235	1.9944681
K01236	2.6784812
K01238	5.7269235
K01239	3.2837668
K01241	3.3349853
K01243	93.0741335
K01246	56.4370824
K01247	4.2555419
K01249	0.1777196
K01250	0.8787532
K01251	8.2139338
K01252	0.1504381
K01253	0.0253885
K01255	48.5165664
K01256	44.5035334
K01258	61.3288669
K01259	16.8208416
K01261	25.6084554
K01262	93.9846311
K01263	0.0439622
K01264	0.7521903
K01265	103.9477312
K01266	2.7862335
K01267	5.1257607
K01269	17.8647982
K01270	66.744892
K01271	25.1245465
K01273	7.4748669
K01274	9.0899836
K01277	2.9228067
K01278	14.0843724
K01281	28.4471689
K01283	0.066326
K01284	14.3807138
K01286	7.2599125
K01289	0.066326
K01295	6.4991701
K01297	12.5605964
K01299	7.4788256
K01301	0.572274
K01303	4.1916875
K01304	27.0353587
K01305	5.6275341
K01308	0.071528
K01318	0.0018341
K01322	13.1284894
K01338	78.5749073
K01342	0
K01347	12.9940643
K01354	10.5926628
K01355	0
K01356	24.6148442
