function.	air_7
K00001	414.62
K00002	0
K00003	441.28
K00004	86.93
K00005	71.97
K00007	0
K00008	510.17
K00009	289.39
K00010	177.41
K00011	0
K00012	109.11
K00013	329.6
K00014	554.25
K00015	41.3
K00016	745.25
K00018	7.74
K00019	35.83
K00020	122.87
K00021	3.21
K00023	2.45
K00024	158.55
K00025	0
K00027	362.91
K00028	6.41
K00029	17.89
K00030	3
K00031	429.21
K00032	4.43
K00033	422.93
K00034	25.64
K00035	0.33
K00036	433.46
K00038	42.13
K00039	0.66
K00040	44.18
K00041	3.48
K00042	9.85
K00043	0
K00045	49.85
K00046	38.39
K00048	2.76
K00050	6.85
K00052	406.76
K00053	406.59
K00054	341.28
K00055	41.97
K00057	442.03
K00058	423.11
K00059	1066.14
K00060	2
K00064	2.02
K00065	7.36
K00066	5.63
K00067	78.88
K00068	4.74
K00073	1.31
K00074	119.54
K00075	442.56
K00076	1
K00077	732.2
K00078	0
K00082	13.38
K00086	0.4
K00087	0.5
K00088	583.66
K00090	9.3
K00091	3.95
K00094	0
K00096	9.57
K00097	23.91
K00098	14.92
K00099	99.95
K00100	25.98
K00101	114.1
K00102	2.54
K00104	16.39
K00105	19.34
K00106	0.91
K00108	338.36
K00111	397
K00112	6.53
K00113	6.53
K00114	4.5
K00116	701.3
K00117	13.39
K00118	0
K00121	23.48
K00122	270.77
K00123	330.68
K00124	18.68
K00126	1.94
K00127	5.91
K00128	953.57
K00130	381.26
K00131	30.78
K00132	0
K00133	443.78
K00134	826.81
K00135	310.15
K00137	7.36
K00138	89.64
K00140	85.42
K00141	2
K00145	342.93
K00146	51.75
K00147	142.7
K00148	4.76
K00150	0.5
K00151	11.9
K00153	60.78
K00154	12.76
K00156	81.8
K00158	330.12
K00161	429.09
K00162	429.09
K00163	97.28
K00164	356.6
K00166	298.66
K00167	298.66
K00169	5
K00170	5
K00171	2
K00172	5
K00174	300.8
K00175	300.8
K00176	2.2
K00177	4.2
K00179	1.45
K00180	1.45
K00184	2.56
K00185	2.76
K00194	1
K00196	1.95
K00197	2
K00198	1.25
K00200	0
K00201	0
K00202	0
K00208	323.23
K00209	6.53
K00210	0.45
K00214	0
K00215	442.59
K00216	8.08
K00217	82.21
K00218	0
K00219	17.63
K00220	0.59
K00221	0
K00226	344.12
K00227	0
K00228	12.13
K00230	3.14
K00231	370.89
K00232	17.35
K00239	391.18
K00240	391.18
K00241	390.27
K00242	9.85
K00243	351.6
K00244	91.68
K00245	4.64
K00246	4.64
K00247	1.64
K00248	11.03
K00249	40.77
K00252	347.2
K00253	9.85
K00254	96.05
K00255	8
K00256	0
K00257	289.28
K00259	641.74
K00260	297.41
K00261	7.39
K00262	143.2
K00263	23.12
K00265	357.87
K00266	365.09
K00270	0
K00271	0
K00273	3.21
K00274	5.95
K00275	20.43
K00276	4
K00278	26.32
K00280	0
K00281	45.79
K00282	294.58
K00283	294.58
K00284	2.53
K00285	74.84
K00286	445.19
K00287	437.6
K00288	0
K00290	14.64
K00293	0
K00294	296.02
K00297	136.41
K00298	0.84
K00299	332.58
K00301	42.98
K00302	9.5
K00303	11.74
K00304	8.1
K00305	8.1
K00311	10.43
K00313	5.83
K00314	0.33
K00315	0
K00316	0.5
K00317	0.33
K00318	296.35
K00320	0
K00322	8.76
K00324	32.71
K00325	20.86
K00326	0
K00329	0
K00330	21.28
K00331	20.78
K00332	11.15
K00333	12.15
K00334	24.91
K00335	24.58
K00336	22.78
K00337	21.03
K00338	20.78
K00339	20.78
K00340	21.78
K00341	20.45
K00342	20.78
K00343	20.78
K00344	79.32
K00346	2.67
K00347	4.17
K00348	4.17
K00349	4.17
K00350	4.17
K00351	4.17
K00354	0.87
K00355	35.03
K00356	1.42
K00360	0
K00362	307.38
K00363	300.78
K00364	341.69
K00365	0
K00366	0.6
K00367	0.91
K00368	36.87
K00370	338.04
K00371	341.95
K00372	8.57
K00373	118.06
K00374	341.95
K00375	404.57
K00376	3.61
K00380	313.78
K00381	81.85
K00382	948.01
K00383	70.27
K00384	1066.1
K00385	2.65
K00387	0
K00389	61.54
K00390	145.66
K00392	65.78
K00394	1.2
K00395	1.2
K00404	16.61
K00405	13.61
K00406	16.67
K00407	11.6
K00410	0.25
K00411	9.1
K00412	9.35
K00413	8.85
K00423	0
K00425	339.72
K00426	385.63
K00427	4.25
K00428	15.83
K00432	629.96
K00433	12.95
K00435	0.03
K00436	0
K00441	0.25
K00446	51.89
K00448	53.77
K00449	56.99
K00450	44.36
K00451	8.33
K00452	1.53
K00453	6.39
K00455	0.83
K00456	0
K00457	58.73
K00459	401.46
K00462	0
K00464	0
K00466	6.93
K00467	0
K00471	0.6
K00472	0.2
K00476	0
K00477	0.83
K00479	8.3
K00480	46.18
K00481	51.77
K00483	1.17
K00484	2.14
K00486	1.53
K00491	292.82
K00493	0
K00496	10.54
K00499	0
K00500	7.49
K00504	0
K00505	2.95
K00507	10.19
K00508	28.78
K00510	73.53
K00514	0
K00517	48.86
K00518	0
K00520	43.87
K00523	7.26
K00525	460.88
K00526	486.41
K00527	377.47
K00528	132.35
K00529	47.76
K00531	0.25
K00532	0.25
K00533	1
K00534	2
K00537	421.4
K00543	0
K00544	0
K00547	332.1
K00548	86.66
K00549	469.98
K00554	442.19
K00556	1.53
K00557	10.43
K00558	90.26
K00560	438
K00561	2.6
K00563	127.38
K00564	291.85
K00566	445.33
K00567	444.03
K00568	14.98
K00569	4.43
K00570	0.67
K00571	395.16
K00573	14.42
K00574	166.24
K00575	24.5
K00577	0
K00584	1
K00587	0
K00588	0.25
K00590	1.2
K00594	0
K00595	67.65
K00596	0
K00598	6.08
K00600	449.89
K00602	438.23
K00603	0.65
K00604	456.09
K00605	347.3
K00606	329.31
K00608	0.5
K00609	439.89
K00610	3.4
K00611	638.85
K00612	6.09
K00613	0
K00615	490.66
K00616	413.07
K00619	0.2
K00620	348.63
K00621	0.5
K00624	0.16
K00625	344.37
K00626	793.66
K00627	442.98
K00631	10.07
K00632	246.11
K00633	1.23
K00634	55.52
K00635	4
K00638	4.7
K00639	299.6
K00640	457.21
