function.	air_7
K00001	33.8450908
K00002	4.3732675
K00003	97.5138663
K00004	11.5195908
K00005	36.7317856
K00007	0.0273929
K00008	37.317881
K00009	46.8045683
K00010	12.3863999
K00011	0
K00012	51.8000762
K00013	85.5123266
K00014	137.8786513
K00015	0.4067255
K00016	166.0096905
K00018	0.6513423
K00019	8.6031463
K00020	3.1666354
K00021	1.6940494
K00023	0.6077609
K00024	50.3924158
K00027	69.476121
K00028	0.80593
K00029	3.362676
K00030	0.1048561
K00031	93.7119147
K00032	0.5470482
K00033	93.4903491
K00034	8.444853
K00035	0.2969459
K00036	95.8371366
K00038	1.7230227
K00039	0.1006164
K00040	4.2901891
K00041	0.887
K00042	1.3509003
K00043	0.0028475
K00045	5.7592723
K00046	31.2608743
K00048	0.620267
K00050	1.3370165
K00052	95.540923
K00053	95.4764856
K00054	55.5614194
K00055	1.0504389
K00057	101.7646663
K00058	97.1761998
K00059	161.4294232
K00060	1.587707
K00064	0.4704086
K00065	0.7559305
K00066	0.7658675
K00067	37.2404906
K00068	2.4520896
K00073	2.2787197
K00074	18.9397041
K00075	102.5372969
K00076	0.8149102
K00077	141.3749979
K00082	0.160535
K00086	0.0225324
K00087	0.1721029
K00088	158.7339268
K00090	1.243361
K00091	0.8543349
K00094	0.0022904
K00096	1.9501024
K00097	5.1277512
K00098	24.8592438
K00099	43.1558936
K00100	9.0878933
K00101	10.548613
K00102	0.8637335
K00103	0
K00104	5.9628358
K00105	4.3819851
K00106	0
K00108	75.3965263
K00111	83.6341207
K00112	1.3418349
K00113	1.3336936
K00114	1.1159783
K00116	140.197687
K00117	2.0196885
K00118	0
K00119	0.3765583
K00121	3.8353448
K00122	33.7389079
K00123	51.5880641
K00124	3.5021276
K00126	0.6143149
K00127	1.4959393
K00128	163.5574611
K00129	0
K00130	66.0297006
K00131	6.825608
K00132	0.0405121
K00133	97.7947555
K00134	186.8043746
K00135	102.759461
K00137	0.7427699
K00138	0
K00140	12.7571524
K00141	0.374262
K00145	82.4784445
K00146	3.4125456
K00147	50.392883
K00148	1.6677697
K00150	0.0877979
K00151	2.0245687
K00152	0.0218819
K00153	10.4393546
K00154	1.8022604
K00155	0.1649925
K00156	38.9278042
K00158	51.3098764
K00161	69.5759245
K00162	69.5759245
K00163	39.5341448
K00164	55.6214528
K00166	48.0121901
K00167	48.0098997
K00169	1.4882344
K00170	1.4519932
K00171	0.8222295
K00172	1.4786565
K00174	49.2497369
K00175	49.2629461
K00176	0.9166063
K00177	0.9058562
K00179	0.4163797
K00180	0.4163797
K00184	0.7622876
K00185	0.7668684
K00194	0.0314088
K00196	0.2436984
K00197	0.0314088
K00198	0.2891936
K00200	0
K00201	0
K00202	0
K00207	0.1094096
K00208	51.9458152
K00209	0.5347442
K00210	0.2944605
K00211	0
K00214	0
K00215	96.7981972
K00216	3.9080618
K00217	4.2351235
K00218	0
K00219	6.0651542
K00220	0.6339006
K00221	1.122182
K00224	0
K00226	108.4463722
K00228	2.3217266
K00230	0.4326638
K00231	85.5247254
K00232	5.1638407
K00239	88.7635871
K00240	88.7472787
K00241	87.8765714
K00242	1.7250524
K00243	60.0682451
K00244	10.1275395
K00245	1.1620925
K00246	1.1620925
K00247	0.3719117
K00248	1.239482
K00249	9.9462445
K00252	53.4351606
K00253	1.4884169
K00254	0
K00255	0.1966672
K00256	0
K00257	25.1087854
K00258	0
K00259	111.2715212
K00260	49.0397159
K00261	2.7527768
K00262	48.4673458
K00263	6.022693
K00265	59.5230067
K00266	62.5664353
K00270	0.0022904
K00271	0
K00273	0
K00274	2.0890292
K00275	3.7649101
K00276	0.4016954
K00278	14.1003317
K00279	0
K00280	0.0564415
K00281	25.1674804
K00282	48.1237786
