function.	skin_18
K00001	61.85
K00002	0
K00003	153.69
K00004	16.92
K00005	10.9
K00007	0.25
K00008	105.38
K00009	49.95
K00010	137.5
K00011	0
K00012	75.66
K00013	123.68
K00014	153.19
K00015	0
K00016	276.64
K00018	2.27
K00019	2.5
K00020	73.16
K00021	0
K00023	0.5
K00024	90.33
K00025	0
K00027	148.38
K00028	0
K00029	1.75
K00030	0.98
K00031	138.44
K00032	0
K00033	206.63
K00034	5
K00035	0
K00036	142.11
K00038	0
K00039	0
K00040	1
K00041	0
K00042	0.27
K00043	0
K00045	0
K00046	2.08
K00048	1
K00050	2.02
K00052	141.94
K00053	142.19
K00054	69.12
K00055	0
K00057	153.46
K00058	212.19
K00059	332.41
K00060	1.25
K00064	0
K00065	68
K00066	0
K00067	19
K00068	0.27
K00073	0
K00074	9.08
K00075	154.44
K00076	0
K00077	416.09
K00078	0
K00082	0.25
K00086	0
K00087	0
K00088	294.69
K00090	0.58
K00091	0.58
K00094	0
K00096	70
K00097	70.48
K00098	0.5
K00099	75.3
K00100	84.24
K00101	4.75
K00102	0.25
K00104	2.71
K00105	2.58
K00106	0
K00108	63.69
K00111	204.67
K00112	70.23
K00113	70.23
K00114	0
K00116	132.64
K00117	0.33
K00118	0
K00121	68.75
K00122	56.54
K00123	69.88
K00124	0.77
K00126	0.25
K00127	1.27
K00128	196.41
K00130	130.94
K00131	5.33
K00132	0
K00133	155.44
K00134	218.3
K00135	75.4
K00137	0.25
K00138	0.83
K00140	71.58
K00141	0.25
K00145	124.11
K00146	0.75
K00147	81.83
K00148	0.25
K00150	0
K00151	1.5
K00153	0
K00154	0.58
K00156	2.75
K00158	133.69
K00161	154.12
K00162	153.87
K00163	72
K00164	133.61
K00166	62.36
K00167	62.36
K00169	8
K00170	8
K00171	8
K00172	8
K00174	132.63
K00175	132.63
K00176	1.02
K00177	1.02
K00179	1
K00180	1
K00184	0
K00185	0
K00194	0
K00196	0
K00197	0
K00198	1.48
K00200	0
K00201	0
K00202	0
K00208	134.36
K00209	3.25
K00210	0.17
K00214	0
K00215	145.69
K00216	0
K00217	0
K00218	0.25
K00219	1.16
K00220	0
K00221	0
K00226	202.62
K00227	0
K00228	0.58
K00230	0.25
K00231	134.36
K00232	0
K00239	205.11
K00240	205.36
K00241	205.11
K00242	0.75
K00243	79.69
K00244	16.18
K00245	0.25
K00246	0.25
K00247	0.25
K00248	3.5
K00249	1.83
K00252	52.76
K00253	0.58
K00254	70.92
K00255	0.66
K00256	0
K00257	51.51
K00259	195.65
K00260	72.28
K00261	0.58
K00262	79.08
K00263	2.57
K00265	132.19
K00266	138.67
K00270	0
K00271	0
K00273	0
K00274	69
K00275	1.25
K00276	0
K00278	139.32
K00280	1
K00281	70.17
K00282	70.11
K00283	70.11
K00284	1
K00285	69.83
K00286	143.94
K00287	153.19
K00288	0
K00290	4.33
K00293	0
K00294	62.61
K00297	82.14
K00298	0
K00299	115.26
K00301	0
K00302	0.25
K00303	0.25
K00304	0.25
K00305	0.25
K00311	0.75
K00313	69
K00314	0
K00315	0
K00316	0
K00317	0
K00318	63.36
K00320	0
K00322	0.33
K00324	71.58
K00325	70.5
K00326	0
K00329	0
K00330	71.25
K00331	71.25
K00332	71.92
K00333	71.92
K00334	87.73
K00335	79.73
K00336	79.73
K00337	71.25
K00338	72.25
K00339	71.25
K00340	71.25
K00341	71.25
K00342	71.25
K00343	71.25
K00344	1.33
K00346	0.92
K00347	8.92
K00348	8.92
K00349	8.92
K00350	8.92
K00351	8.92
K00354	0
K00355	3.25
K00356	0.25
K00360	0
K00362	64.94
K00363	62.61
K00364	66.69
K00365	0
K00366	0
K00367	0
K00368	70.42
K00370	65.11
K00371	133.11
K00372	0.58
K00373	87.5
K00374	133.11
K00375	143.69
K00376	0.25
K00380	62.54
K00381	16.68
K00382	309.33
K00383	8.65
K00384	334.82
K00385	0
K00387	0
K00389	0
K00390	84.68
K00392	68
K00394	0.5
K00395	0.5
K00404	0.42
K00405	0.42
K00406	0.17
K00407	0.17
K00410	0
K00411	0.42
K00412	0.42
K00413	0.42
K00423	0
K00425	124.34
K00426	135.27
K00427	0.33
K00428	0.75
K00432	115.46
K00433	0
K00435	0
K00436	0
K00441	0
K00446	0
K00448	0.25
K00449	0.25
K00450	0
K00451	0.25
K00452	0
K00453	0.25
K00455	0.5
K00456	0
K00457	1.08
K00459	64.86
K00462	0
K00464	0
K00466	0
K00467	0
K00471	0
K00472	0
K00476	0.25
K00477	0.25
K00479	0.25
K00480	0
K00481	0.58
K00483	0.25
K00484	0.67
K00486	0
K00491	62.11
K00493	0
K00496	0.58
K00499	0.25
K00500	0.25
K00504	0
K00505	0.25
K00507	1.08
K00508	1.58
K00510	1.25
K00514	0
K00517	68
K00518	0
K00520	0.25
K00523	0.42
K00525	154.42
K00526	83.69
K00527	86.52
K00528	6.96
K00529	0.58
K00531	0
K00532	0
K00533	1.5
K00534	0.5
K00537	74.27
K00543	0.25
K00544	0
K00547	63.13
K00548	75.58
K00549	77.67
K00554	154.44
K00556	0
K00557	0.75
K00558	91.54
K00560	143.19
K00561	2
K00563	75.16
K00564	122.77
K00566	157.44
K00567	221.42
K00568	1
K00569	0
K00570	0
K00571	74.02
K00573	0.67
K00574	1.75
K00575	3
K00577	0
K00584	0
K00587	0
K00588	0
K00590	0.25
K00594	0
K00595	71
K00596	0
K00598	0.25
K00600	154.19
K00602	155.94
K00603	2.75
K00604	155.67
K00605	142.28
K00606	53.93
K00608	0
K00609	154.44
K00610	14.67
K00611	195.86
K00612	0.25
K00613	1
K00615	177.91
K00616	216.61
K00619	2
K00620	123.86
K00621	0
K00624	0
K00625	81.44
K00626	199.72
K00627	155.12
K00631	0.58
K00632	47.76
K00633	0
K00634	12.5
K00635	0.33
K00638	0.33
K00639	63.86
K00640	154.69
K00641	132.86
K00643	0
K00645	143.19
K00646	0.25
K00647	0.58
K00648	141.63
K00651	10.08
K00652	51.43
K00655	360.86
K00656	88.77
K00657	23.18
K00658	133.86
K00661	9.33
K00662	0
K00663	0
K00666	50.1
K00672	0
K00673	0.5
K00674	126.19
K00675	0.25
K00677	6
K00680	104.22
K00681	62.46
K00683	0
K00684	69.75
K00685	0.58
K00686	0
K00687	50.19
K00688	96.08
K00689	0.25
K00690	3.33
K00691	0.17
K00692	0.25
K00693	0
K00694	0.25
K00695	0
K00696	0
K00697	71.08
K00698	0
K00700	88.83
K00701	0
K00702	1
K00703	22.08
K00705	163.58
K00709	0
K00712	125.9
K00713	0
K00720	0.5
K00721	74.75
K00728	0
K00737	0.98
K00745	0
K00748	6
K00752	1.5
K00754	49.85
K00756	74.19
K00757	8.75
K00758	2
K00759	153.94
K00760	165.44
K00761	154.44
K00762	155.44
K00763	154.94
K00764	154.44
K00765	123.68
K00766	136.94
K00767	72.65
K00768	76.33
K00769	0.25
K00772	1.5
K00773	153.94
K00782	73.15
K00783	83.69
K00784	70.69
K00785	0.42
K00786	0.25
K00788	224.02
K00789	156.44
K00790	221.38
K00791	154.94
K00793	139.69
K00794	139.69
K00795	1
K00796	217.67
K00797	5.5
K00798	72.83
K00799	12.23
K00800	154.44
K00801	0.25
K00803	68
K00805	148.86
K00806	154.44
K00808	0
K00809	0
K00812	7.33
K00813	0.42
K00817	189.29
K00818	75.33
K00819	97.29
K00820	154.44
K00821	3.42
K00822	0.5
