function.	air_11
K00001	61.78
K00002	0
K00003	143.86
K00004	18.32
K00005	19.68
K00007	0.25
K00008	66.42
K00009	35.01
K00010	30.45
K00011	0
K00012	158.98
K00013	136.68
K00014	173.63
K00015	4.9
K00016	126.67
K00018	62.01
K00019	27.81
K00020	110.77
K00021	4.94
K00023	4.24
K00024	113.15
K00025	0
K00027	53.43
K00028	0
K00029	65.52
K00030	0
K00031	139.41
K00032	0.5
K00033	83.98
K00034	10.03
K00035	3.11
K00036	90.31
K00038	1.7
K00039	2
K00040	3.5
K00041	0.33
K00042	7.61
K00043	0
K00045	13.02
K00046	15.65
K00048	0
K00050	5.41
K00052	148.6
K00053	143.76
K00054	38.91
K00055	1.99
K00057	143.66
K00058	157.14
K00059	316.47
K00060	0.83
K00064	4.19
K00065	5.24
K00066	0.5
K00067	15.06
K00068	0.67
K00073	0.01
K00074	39.11
K00075	143.93
K00076	0
K00077	124.63
K00078	0
K00082	12.71
K00086	0
K00087	0
K00088	203.37
K00090	1.18
K00091	3.39
K00094	0
K00096	0.33
K00097	67.13
K00098	15.41
K00099	104.1
K00100	17.15
K00101	94.07
K00102	4.36
K00104	18.46
K00105	0
K00106	0
K00108	87.2
K00111	88.01
K00112	0
K00113	0
K00114	5.41
K00116	176.4
K00117	2.91
K00118	0
K00121	70.58
K00122	33.76
K00123	71.63
K00124	18.19
K00126	3.15
K00127	4.66
K00128	199.36
K00130	86.65
K00131	0.6
K00132	0
K00133	146.26
K00134	281.68
K00135	197.74
K00137	1.5
K00138	99.25
K00140	32.33
K00141	1.25
K00145	141.93
K00146	2.29
K00147	105
K00148	1
K00150	0
K00151	14.54
K00153	26.9
K00154	4.49
K00156	43.95
K00158	39.09
K00161	62.9
K00162	62.4
K00163	102.56
K00164	116.97
K00166	40.6
K00167	40.6
K00169	0
K00170	0
K00171	0
K00172	0
K00174	42.27
K00175	42.27
K00176	0
K00177	0
K00179	0.01
K00180	0.01
K00184	1.89
K00185	1.77
K00194	0
K00196	0
K00197	0
K00198	0
K00200	0.89
K00201	0.89
K00202	0.89
K00208	117.26
K00209	0.5
K00210	0.77
K00214	0
K00215	143.67
K00216	5.37
K00217	1.74
K00218	1
K00219	71.32
K00220	3.89
K00221	0.78
K00226	38.66
K00227	1
K00228	65.26
K00230	0
K00231	78.5
K00232	18.32
K00239	145.04
K00240	145.16
K00241	144.54
K00242	66.64
K00243	39.59
K00244	4.99
K00245	0
K00246	0
K00247	0
K00248	5.65
K00249	40.21
K00252	80.53
K00253	11.21
K00254	103.57
K00255	1.49
K00256	1.25
K00257	201.08
K00259	98.03
K00260	40.09
K00261	3.75
K00262	98.71
K00263	6.93
K00265	64.35
K00266	60.66
K00270	0
K00271	0.5
K00273	4.94
K00274	7.58
K00275	74.97
K00276	3
K00278	14.66
K00280	0
K00281	98.08
K00282	40.09
K00283	40.09
K00284	0
K00285	136.06
K00286	149.13
K00287	141.83
K00288	0
K00290	0
K00293	0
K00294	41.92
K00297	44.7
K00298	0
K00299	88.03
K00301	6.49
K00302	5.52
K00303	6.67
K00304	4.94
K00305	4.94
K00311	65.26
K00313	1
K00314	0
K00315	1.01
K00316	0.52
K00317	0
K00318	42.92
K00320	0.01
K00322	62.62
K00324	16.72
K00325	12.33
K00326	0
K00329	0
K00330	70.63
K00331	70.36
K00332	9.34
K00333	9.24
K00334	69.26
K00335	68.26
K00336	68.26
K00337	70.13
K00338	70.36
K00339	69.36
K00340	70.13
K00341	70.13
K00342	70.13
K00343	70.13
K00344	41.88
K00346	61.12
K00347	61.12
K00348	61.12
K00349	61.12
K00350	61.12
K00351	61.12
K00354	1.43
K00355	4.15
K00356	3.89
K00360	2.5
K00362	52.25
K00363	49.78
K00364	39.34
K00365	1.12
K00366	1.99
K00367	0
K00368	26.13
K00370	55.73
K00371	107.89
K00372	7.97
K00373	77.88
K00374	55.73
K00375	84
K00376	1.5
K00380	49.38
K00381	74.75
K00382	243.04
K00383	69.26
K00384	224.31
K00385	0
K00387	0.77
K00389	25.4
K00390	95.28
K00392	26.9
K00394	0
K00395	0
K00404	65.65
K00405	64.65
K00406	64.66
K00407	64.65
K00410	1
K00411	65.14
K00412	64.64
K00413	63.37
K00423	1
K00425	131.89
K00426	133.2
K00427	0.25
K00428	58.1
K00432	163.29
K00433	5.98
K00435	0
K00436	0
K00441	1
K00446	14.78
K00448	7.59
K00449	12.53
K00450	9.15
K00451	6.38
K00452	0.01
K00453	6.09
K00455	1.5
K00456	0.1
K00457	22.14
K00459	95.37
K00462	0.02
K00464	0
K00466	2
K00467	0.99
K00471	0
K00472	2.34
K00476	0
K00477	0
K00479	8.36
K00480	9.99
K00481	8.83
K00483	2.18
K00484	0.5
K00486	0
K00491	41.09
K00493	2
K00496	6.44
K00499	0.77
K00500	3.34
K00504	0
K00505	2
K00507	63.14
K00508	19.35
K00510	37.81
K00514	0
K00517	69.82
K00518	0.5
K00520	7.75
K00523	2.52
K00525	164.1
K00526	176.88
K00527	56.67
K00528	166.66
K00529	9.28
K00531	0
K00532	0
K00533	0
K00534	1
K00537	67.43
K00543	0
K00544	0
K00547	61.29
K00548	27.83
K00549	154.53
K00554	143.66
K00556	0
K00557	6.81
K00558	141.15
