function.	skin_1
K00001	140.59
K00002	0
K00003	276.39
K00004	33.75
K00005	14.77
K00007	2.62
K00008	272.78
K00009	125.95
K00010	134.71
K00011	0
K00012	80.17
K00013	223.6
K00014	288.39
K00015	0
K00016	477.17
K00018	9.24
K00019	10.2
K00020	85.07
K00021	0
K00023	5.75
K00024	131.85
K00025	0
K00027	244.32
K00028	0.69
K00029	36.56
K00030	3
K00031	259.47
K00032	0
K00033	298.24
K00034	7.41
K00035	0
K00036	236.24
K00038	0
K00039	0
K00040	0
K00041	1.85
K00042	7.24
K00043	0
K00045	0.5
K00046	9.5
K00048	0.45
K00050	4
K00052	256.57
K00053	259.49
K00054	167.5
K00055	0
K00057	283.7
K00058	336.49
K00059	651.28
K00060	1.37
K00064	0.97
K00065	66.25
K00066	0
K00067	45.36
K00068	1.25
K00073	1
K00074	20.41
K00075	284.2
K00076	1
K00077	599.96
K00078	0
K00082	1.25
K00086	0
K00087	0
K00088	415.95
K00090	4
K00091	5.37
K00094	0.17
K00096	66
K00097	98.38
K00098	0.5
K00099	99.36
K00100	96.12
K00101	11.42
K00102	5
K00104	29.96
K00105	4.15
K00106	0
K00108	160.74
K00111	296.19
K00112	67.25
K00113	67.25
K00114	0.62
K00116	328.81
K00117	1.25
K00118	0
K00121	72.84
K00122	146.88
K00123	222.7
K00124	29.47
K00126	3.38
K00127	29.39
K00128	492.36
K00130	222.22
K00131	11.4
K00132	0
K00133	279.45
K00134	434.99
K00135	90.71
K00137	0.75
K00138	5.16
K00140	79.46
K00141	3.62
K00145	224.31
K00146	5.24
K00147	112.36
K00148	1.37
K00150	1.5
K00151	4.25
K00153	0.5
K00154	4
K00156	4.27
K00158	220.7
K00161	267.75
K00162	267.5
K00163	77.02
K00164	225.48
K00166	151.24
K00167	151.24
K00169	13.67
K00170	13.67
K00171	13.67
K00172	13.67
K00174	239.32
K00175	239.32
K00176	23
K00177	23
K00179	0.95
K00180	0.95
K00184	1.6
K00185	1.6
K00194	0.5
K00196	0
K00197	0.5
K00198	0.5
K00200	0
K00201	0
K00202	0
K00208	249.18
K00209	6.25
K00210	1.67
K00214	1
K00215	267.28
K00216	0
K00217	0.5
K00218	1.75
K00219	3.75
K00220	1
K00221	0
K00226	292.15
K00227	0
K00228	5
K00230	1.84
K00231	218.07
K00232	0
K00239	311.34
K00240	312.71
K00241	311.37
K00242	5.67
K00243	182.69
K00244	68.16
K00245	22.84
K00246	22.84
K00247	1.84
K00248	7.14
K00249	24.73
K00252	130.91
K00253	4
K00254	98.03
K00255	0
K00256	2.87
K00257	149.7
K00259	377.45
K00260	172.16
K00261	5
K00262	87.66
K00263	2.37
K00265	244.25
K00266	252.14
K00270	0
K00271	0
K00273	0
K00274	66
K00275	10.11
K00276	0
K00278	143.35
K00280	0
K00281	72.52
K00282	167.91
K00283	167.91
K00284	3.62
K00285	86.17
K00286	262.43
K00287	260.27
K00288	0
K00290	25.66
K00293	0
K00294	152.72
K00297	108.55
K00298	0
K00299	194.52
K00301	0.5
K00302	1.37
K00303	1.75
K00304	1.37
K00305	1.37
K00311	5.67
K00313	65.58
K00314	0
K00315	0
K00316	4
K00317	0
K00318	153.22
K00320	0
K00322	0
K00324	76.53
K00325	72.14
K00326	0
K00329	0
K00330	93.47
K00331	93.47
K00332	92.27
K00333	92.27
K00334	104.53
K00335	108.86
K00336	109.19
K00337	93.47
K00338	93.47
K00339	93.47
K00340	93.47
K00341	93.47
K00342	94.47
K00343	93.47
K00344	19.47
K00346	5.21
K00347	18.88
K00348	18.88
K00349	18.88
K00350	18.88
K00351	18.88
K00354	2
K00355	12.2
K00356	2.75
K00360	0
K00362	158.37
K00363	154.62
K00364	162.8
K00365	0
K00366	2
K00367	1
K00368	69.42
K00370	153.75
K00371	218.75
K00372	3.38
K00373	98.09
K00374	218.75
K00375	252.39
K00376	2.07
K00380	156.92
K00381	34.09
K00382	542.2
K00383	22.36
K00384	664.79
K00385	0.78
K00387	0
K00389	1.5
K00390	102.54
K00392	68.7
K00394	0
K00395	0
K00404	25.67
K00405	23.67
K00406	26.3
K00407	7.92
K00410	0
K00411	26.67
K00412	26.67
K00413	26.67
K00423	0
K00425	223.97
K00426	248.81
K00427	2.75
K00428	48.56
K00432	298.43
K00433	3.65
K00435	2
K00436	1
K00441	1
K00446	1.88
K00448	3.25
K00449	3.25
K00450	2.51
K00451	3.1
K00452	0.38
K00453	5.25
K00455	2.62
K00456	0
K00457	12.09
K00459	192.85
K00462	0
K00464	1
K00466	0
K00467	0
K00471	0.62
K00472	2.25
K00476	1.37
K00477	2.75
K00479	1.37
K00480	4.01
K00481	6.5
K00483	1.88
K00484	2.92
K00486	0
K00491	150.87
K00493	1
K00496	1.37
K00499	2.37
K00500	4
K00504	0
K00505	0.75
K00507	7.5
K00508	0.28
K00510	1.75
K00514	1
K00517	67
K00518	0
K00520	1
K00523	7.3
K00525	289.17
K00526	221.34
K00527	193.76
K00528	12.06
K00529	2.86
K00531	0
K00532	0.5
K00533	0
K00534	0
K00537	183.53
K00543	0.75
K00544	0
K00547	159.5
K00548	84.1
K00549	214.63
K00554	283.7
K00556	2.6
K00557	24.51
K00558	136.14
K00560	245.33
K00561	2.63
K00563	74.21
K00564	204.43
K00566	309.26
K00567	346.09
K00568	8.34
K00569	0
K00570	0
K00571	180.67
K00573	32.27
K00574	30.13
K00575	34.66
K00577	0
K00584	0
K00587	0
K00588	4.03
K00590	0
K00594	0
K00595	70.62
K00596	2
K00598	4.28
K00600	283.92
K00602	284.98
K00603	2.03
K00604	288.79
K00605	240.93
K00606	141.05
K00608	0
K00609	285.61
K00610	24.46
K00611	379.48
K00612	3.37
K00613	0
K00615	317.05
K00616	340.45
K00619	3.25
K00620	198.83
K00621	0
K00624	0
K00625	188.84
K00626	403.09
K00627	274.26
K00631	2.34
K00632	130.38
K00633	1
K00634	28.21
K00635	0
K00638	0.64
K00639	159.4
K00640	287.87
K00641	224.23
K00643	0
K00645	269.15
K00646	0.75
K00647	10.93
K00648	298.01
K00651	20.61
K00652	153.67
K00655	467.12
K00656	199.33
K00657	45.22
K00658	228.33
K00661	23.44
K00662	23.2
K00663	0
K00666	145.66
K00672	0
K00673	3.12
K00674	230.42
K00675	3
K00677	37.79
K00680	280.46
K00681	190.49
K00683	0.5
K00684	94.77
K00685	25
K00686	0
K00687	132.81
K00688	115.06
K00689	3.5
K00690	7.46
K00691	2.92
K00692	1.37
K00693	0
K00694	8.25
K00695	1
K00696	0
K00697	72.74
K00698	0
K00700	107.04
K00701	0
K00702	0.2
K00703	39.52
K00705	176.09
K00709	0
K00712	299.87
K00713	0
K00720	4.4
K00721	78.43
K00728	0
K00737	0
K00745	0
K00748	37.59
K00752	0
K00754	127.63
K00756	164.27
K00757	22.92
K00758	4
K00759	284.23
K00760	276.04
K00761	284.7
K00762	283.35
K00763	283.86
K00764	284.53
K00765	225.6
K00766	232.26
K00767	81.93
K00768	76.03
K00769	21.84
K00772	2.75
K00773	283.7
K00782	94.3
K00783	216.45
K00784	168.07
K00785	3.42
K00786	2
K00788	371.18
K00789	284.89
K00790	450.22
K00791	285.15
K00793	260.16
K00794	259.79
K00795	8.51
K00796	339.95
K00797	14.03
K00798	77.61
K00799	55.09
K00800	284.03
K00801	2.37
K00803	66.25
K00805	243.08
K00806	283.7
K00808	0
K00809	2.6
K00812	35.98
K00813	3.51
K00817	386.53
K00818	94.48
K00819	249.17
K00820	287.19
K00821	8.04
K00822	4.75
K00823	218.37
K00824	155.12
K00826	281.68
K00830	1.63
K00831	106.63
K00832	77.83
K00833	155.42
K00835	2.67
K00836	3.25
K00839	0.25
K00840	0.38
K00841	166.39
K00842	14.87
K00844	0.75
K00845	183.57
K00847	242.49
K00848	7.03
K00849	156.65
K00850	275.2
K00851	225.13
K00852	268.13
K00853	254.91
K00854	107.97
K00855	2
K00856	4
